Client Code,Client Name,Payee Code,Payee Name,Song Code,Song Title,Composers,Source Code,Source Name,Income Type,Income Type Name,Main Income Type Name,Catalogue No ,Units,Income Period,Percentage Collected by BMG,Amount Collected,Royalty Payout Percentage,Royalty Payable,Domestic Or Foreign Source Indicator,Foreign Source,Statement ID Year,Statement ID Number,Royalty Country Code,Royalty Country Description,Artist,ISRC,Album Or Production,Episode,License Number,Original Source As Received,Original Source,
131337,Apache Music (PM),131337,Apache Music (PM),6167025,Industrial Rainfall,Trueman,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6188649,Pressure,Thomas/Trueman,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737820,The Solution,Ross,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6943442,Wobblewob,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6943466,Yours Bassfully,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7032467,Endorphin Surge,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7122070,Slammed And Dipped,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7150294,Rural Route,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7164736,Cowbells Upon Cowbells,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072346,Sea Of Nothing,Thomas,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086944,Bloodshot,Groves/Marett,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088634,Odyssey,Groves/Kubicki/Marett,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6233760,Unclear,Baluteau,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6302694,Pulsator,Kuei,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6347562,Shadowrunner,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6661225,Anomaly,Groves,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6692224,Attention,Hughes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6800483,Rupture,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7088153,You Turned Into Easy Game,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7104884,Sunset Drive,Nichols,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095759,Return,Thomas/Trueman,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6179978,Get Out,Parry,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6204131,Broken Antenna,Poucher,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6243507,Class Of 87,Green/Rivers,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6252421,Sunset Love,Green/Rivers,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6303328,The Palace,Friend,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6347296,Ode To Never,Perry,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6698292,Elements - 5,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7032720,Nightshark,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7071621,Real Talk,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7104073,Over The Horizon,Nichols,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7147727,Fields Of Change,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7149265,Memory Loop,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6106753,Dirt Drive,Thomas/Trueman,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6167146,Open Plains,Groves,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6179187,Boom Boom,Parry,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6248331,Lonely Hacker,Green/Rivers,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6698288,Elements - 1,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,1.06,50,0.53,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717245,Demolition Derby,R-S/Tenku,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6718677,Side Hustle,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6798736,Go Another Way,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827068,Conception,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6898812,Suke Layer,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6933794,Relentless Confusion,Perry,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7105148,Through The Glade,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7197205,Mars In Retrogarde,Coupe,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7197338,Night Take,Coupe,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088068,In The Reeds,Thomas,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089050,Sector 79,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089597,Transition,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717509,Fire & Moonshine,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737600,Stroboscope,Groves/Ross,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7071819,Run The Bear,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7120248,Love Drunk,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7151501,Timeless Nexus,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070291,Ancient Ones,Trueman,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070769,Deluge,Burns,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072520,Snowfall,Burns,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088408,Mammon Jungle,Glover,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088433,Medicate,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6194735,Wide Screen,Pilkington,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717655,Ghost In The Wire,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6719199,Vingt Quatre,R-S/Tenku,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6735519,Death Valley,Groves/Marett,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6798837,Halda,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827953,Shapeshift,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7119270,Grief In Motion,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7197655,Reverie,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070839,Dragged Into The Dark,Thomas,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070840,Draggy,Luka,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6071913,Ominous Figures,Trueman,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088104,Into Oblivion,Groves,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088423,Massacre,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088469,Midnight Heat,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089805,Where House,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095925,Sublimation,Seed,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6669328,Up At Dawn,Groves,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6692364,Blood & Tears,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6941644,Dusk,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6974255,Magellanic,Coupe/Downes,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6999235,Synthetic Intelligence,Peck,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7118712,Fantasy Scene 6,Broddle,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7119797,Invictus,James,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),7147901,Funky Fever,Burrow,SYNC,THIRD PARTY Synchronization Rights,5,Synchronization,Sync.,,0,202501202601,0,0.53,50,0.27,D,,26,184,GBR,United Kingdom,,,,,,TikTok,TikTok,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
