Client Code,Client Name,Payee Code,Payee Name,Song Code,Song Title,Composers,Source Code,Source Name,Income Type,Income Type Name,Main Income Type Name,Catalogue No ,Units,Income Period,Percentage Collected by BMG,Amount Collected,Royalty Payout Percentage,Royalty Payable,Domestic Or Foreign Source Indicator,Foreign Source,Statement ID Year,Statement ID Number,Royalty Country Code,Royalty Country Description,Artist,ISRC,Album Or Production,Episode,License Number,Original Source As Received,Original Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086755,Amber Warning,Coupe/Downes,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,23,202403202403,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,CLERKENWELL SOUND COLLECTIVE,GX5CJ2100220,PROTOTYPE,,,Spotify Residuals Q1 2024,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,47,202507202509,100,0.05,40,0.02,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,21,202507202509,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,202,202507202509,100,0.1,40,0.04,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088433,Medicate,Coupe/Downes,INGE,Aresa Germany (Pan-European Licensing),34,Streaming - Perf.,Digital/New Media,SPOTIFY AB,28,202402202402,50,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,CLERKENWELL SOUND COLLECTIVE,GX5CJ2100166,BROKEN,,,Spotify Residuals Q1 2024,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,31,202507202509,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089598,Translunar,Cousins,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,17,202507202509,50,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,PAUL COUSINS,GX5CJ2100251,TRANSLUNAR,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,20,202507202509,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6210120,Drive,Friend,INGE,Aresa Germany (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,22,202507202509,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"MONCRIEFF, GRACE GACHOT",DEA622501829,DRIVE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,16,202507202509,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087390,Dirt,Burns,INGE,Aresa Germany (Pan-European Licensing),14,Download-Mechanical,Digital/New Media,XANDRIE,1,202410202410,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,SCREAMING FEMALES,USA2B1703468,ALL AT ONCE,,,Qobuz,Qobuz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089598,Translunar,Cousins,INGE,Aresa Germany (Pan-European Licensing),34,Streaming - Perf.,Digital/New Media,SPOTIFY AB,36,202510202510,50,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,PAUL COUSINS,GX5CJ2100251,SPACEY ARPS,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6210120,Drive,Friend,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,52,202507202509,50,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"MONCRIEFF, GRACE GACHOT",DEA622501829,DRIVE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087797,Gangland Hit,Coupe/Downes,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,20,202402202402,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,CLERKENWELL SOUND COLLECTIVE,GX5CJ2100221,PROTOTYPE,,,Spotify Residuals Q1 2024,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,504,202507202509,100,0.27,40,0.11,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088336,Lost Town,Groves/Marett,INGE,Aresa Germany (Pan-European Licensing),34,Streaming - Perf.,Digital/New Media,SPOTIFY AB,195,202510202510,50,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,THOMAS JAMES TRUEMAN,GX5CJ2100197,DARK AMERICANA,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,65,202507202509,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,65,202507202509,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,60,202507202509,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087478,Echobank,Coupe/Downes,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,20,202402202402,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,CLERKENWELL SOUND COLLECTIVE,GX5CJ2100218,PROTOTYPE,,,Spotify Residuals Q1 2024,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,16,202507202509,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,256,202507202509,100,0.15,40,0.06,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,522,202507202509,100,0.58,40,0.23,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088336,Lost Town,Groves/Marett,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,0,202510202510,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089598,Translunar,Cousins,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,36,202510202510,100,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,PAUL COUSINS,GX5CJ2100251,SPACEY ARPS,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6210120,Drive,Friend,INGE,Aresa Germany (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,52,202507202509,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"MONCRIEFF, GRACE GACHOT",DEA622501829,DRIVE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,28,202507202509,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089598,Translunar,Cousins,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,0,202510202510,100,0.1,40,0.04,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6210120,Drive,Friend,INGE,Aresa Germany (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,22,202507202509,50,0.02,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,"MONCRIEFF, GRACE GACHOT",DEA622501829,DRIVE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087390,Dirt,Burns,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,,0,202506202506,100,0.03,40,0.01,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088336,Lost Town,Groves/Marett,INGE,Aresa Germany (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,195,202510202510,100,0.07,40,0.03,F,Aresa Germany (Pan-E,25,3659,DEU,Germany,THOMAS JAMES TRUEMAN,GX5CJ2100197,DARK AMERICANA,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6662916,Midnight Glimmer,James,INGR,Aresa Greece (Pan-European Licensing),34,Streaming - Perf.,Digital/New Media,SPOTIFY AB,113,202510202510,50,0.02,40,0.01,F,Aresa Greece (Pan-Eu,25,3659,GRC,Greece,JAMES HEATHER,GBCFB2100366,MODULATIONS: EP2,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6662916,Midnight Glimmer,James,INGR,Aresa Greece (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,0,202510202510,100,0.02,40,0.01,F,Aresa Greece (Pan-Eu,25,3659,GRC,Greece,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6662916,Midnight Glimmer,James,INGR,Aresa Greece (Pan-European Licensing),34,Streaming - Perf.,Digital/New Media,SPOTIFY AB,166,202510202510,50,0.03,40,0.01,F,Aresa Greece (Pan-Eu,25,3659,GRC,Greece,JAMES HEATHER,GBCFB2100366,MODULATIONS: EP2,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6662916,Midnight Glimmer,James,INGR,Aresa Greece (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,166,202510202510,100,0.05,40,0.02,F,Aresa Greece (Pan-Eu,25,3659,GRC,Greece,JAMES HEATHER,GBCFB2100366,MODULATIONS: EP2,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6662916,Midnight Glimmer,James,INGR,Aresa Greece (Pan-European Licensing),35,Streaming Mechanical,Digital/New Media,SPOTIFY AB,113,202510202510,100,0.03,40,0.01,F,Aresa Greece (Pan-Eu,25,3659,GRC,Greece,JAMES HEATHER,GBCFB2100366,MODULATIONS: EP2,,,Spotify,Spotify
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,159,202507202509,100,0.03,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,23,202507202509,100,0.02,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,23,202507202509,100,0.02,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,48,202507202509,100,0.02,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,247,202507202509,100,0.03,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,64,202507202509,100,0.02,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,42,202507202509,100,0.02,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,303,202507202509,100,0.05,40,0.02,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,32,202507202509,100,0.02,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,170,202507202509,100,0.08,40,0.03,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,159,202507202509,100,0.07,40,0.03,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,170,202507202509,100,0.03,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,247,202507202509,100,0.12,40,0.05,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,36,202507202509,100,0.02,40,0.01,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,"METRIK, GRAFIX",GBCJY2200173,SKYLINE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INHU,Aresa Hungary (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,303,202507202509,100,0.17,40,0.07,F,Aresa Hungary (Pan-E,25,3659,HUN,Hungary,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INIE,Aresa Ireland (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,15,202507202509,100,0.02,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095602,Mystic Chill,Thomas,INIE,Aresa Ireland (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,266,202507202509,50,0.03,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,"ROBERT THOMAS, PRS",GX5CJ2100327,MYSTIC CHILL - MAIN,,,YOUTUBE SVOD Premium GE with Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6210120,Drive,Friend,INIE,Aresa Ireland (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,17,202507202509,50,0.02,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,"MONCRIEFF, GRACE GACHOT",DEA622501829,DRIVE,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INIE,Aresa Ireland (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,13,202507202509,100,0.02,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INIE,Aresa Ireland (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,27,202507202509,100,0.03,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095602,Mystic Chill,Thomas,INIE,Aresa Ireland (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,266,202507202509,100,0.02,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,"ROBERT THOMAS, PRS",GX5CJ2100327,MYSTIC CHILL - MAIN,,,YOUTUBE SVOD Premium GE with Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089598,Translunar,Cousins,INIE,Aresa Ireland (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,15,202507202509,50,0.02,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,PAUL COUSINS,GX5CJ2100251,TRANSLUNAR,,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INIE,Aresa Ireland (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,27,202507202509,100,0.02,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INIE,Aresa Ireland (Pan-European Licensing),43,Video Streaming Perf,Digital/New Media,GOOGLE LLC,39,202507202509,100,0.05,40,0.02,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072236,Red Skyline,Thomas,INIE,Aresa Ireland (Pan-European Licensing),42,Video Streaming Mech,Digital/New Media,GOOGLE LLC,39,202507202509,100,0.02,40,0.01,F,Aresa Ireland (Pan-E,25,3659,IRL,Ireland,METRIK,GBCJY2200173,SKYLINE (FEAT. GRAFIX),,,YOUTUBE SVOD Premium Music,Youtube
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
