Client Code,Client Name,Payee Code,Payee Name,Song Code,Song Title,Composers,Source Code,Source Name,Income Type,Income Type Name,Main Income Type Name,Catalogue No ,Units,Income Period,Percentage Collected by BMG,Amount Collected,Royalty Payout Percentage,Royalty Payable,Domestic Or Foreign Source Indicator,Foreign Source,Statement ID Year,Statement ID Number,Royalty Country Code,Royalty Country Description,Artist,ISRC,Album Or Production,Episode,License Number,Original Source As Received,Original Source
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088922,Resurrection,James,SGTR,SongTradr Inc,5,Synchronization,Sync.,,7,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100163,FURY ROAD,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6071936,Orbital 2.0,Tenku,SGTR,SongTradr Inc,31,Master Income,Others,,0,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072765,The End,Trueman,SGTR,SongTradr Inc,5,Synchronization,Sync.,,5,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100065,MEKANICAL LANDSCAPES,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088019,Huntress,Cole,SGTR,SongTradr Inc,5,Synchronization,Sync.,,7,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100204,TECTONIC,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089722,Volcanic,Cole,SGTR,SongTradr Inc,31,Master Income,Others,,0,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095281,Futurescapes,James,SGTR,SongTradr Inc,5,Synchronization,Sync.,,4,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100339,PUNCHING & KICKING,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095281,Futurescapes,James,SGTR,SongTradr Inc,31,Master Income,Others,,4,202505202505,0,0.04,50,0.02,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100339,PUNCHING & KICKING,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095728,Punching & Kicking,James,SGTR,SongTradr Inc,31,Master Income,Others,,0,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089604,Trial By Fire,James,SGTR,SongTradr Inc,31,Master Income,Others,,21,202505202505,0,0.12,50,0.06,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100162,FURY ROAD,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088022,Hyper Drive,Trueman,SGTR,SongTradr Inc,31,Master Income,Others,,0,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072765,The End,Trueman,SGTR,SongTradr Inc,31,Master Income,Others,,5,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100065,MEKANICAL LANDSCAPES,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095728,Punching & Kicking,James,SGTR,SongTradr Inc,5,Synchronization,Sync.,,5,202505202505,0,0.02,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100338,PUNCHING & KICKING,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088019,Huntress,Cole,SGTR,SongTradr Inc,31,Master Income,Others,,0,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095861,Sliders,James,SGTR,SongTradr Inc,1,Mechanicals,Mechanical,,3,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100340,PUNCHING & KICKING,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070279,Amazonia,Tenku,SGTR,SongTradr Inc,31,Master Income,Others,,4,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100059,MAN X MACHINE,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095728,Punching & Kicking,James,SGTR,SongTradr Inc,1,Mechanicals,Mechanical,,5,202505202505,0,0.02,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100338,PUNCHING & KICKING,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6073038,Underground,Trueman,SGTR,SongTradr Inc,31,Master Income,Others,,0,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6070851,Drifter,Trueman,SGTR,SongTradr Inc,31,Master Income,Others,,0,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086783,Apparition,James,SGTR,SongTradr Inc,31,Master Income,Others,,3,202505202505,0,0.03,50,0.02,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100158,FURY ROAD,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095861,Sliders,James,SGTR,SongTradr Inc,5,Synchronization,Sync.,,3,202505202505,0,0.01,50,0.01,F,SongTradr Inc,26,654,USA,United States of America,,GX5CJ2100340,PUNCHING & KICKING,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087682,Fishy Business,Leventis,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,17895,202504202506,100,0.35,40,0.14,F,SACEM,25,3612,FRA,France,,,TOO HOT TO HANDLE,MATTER OF PACT,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6089117,Sky High,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,7282,202504202506,100,0.38,40,0.15,F,SACEM,25,3612,FRA,France,,,BREAK POINT,ONE LAST CHANCE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6209939,Building Sorrow,Hogston,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,168512,202504202506,100,8.7,40,3.48,F,SACEM,25,3612,FRA,France,,,NI UNA MAS,COMO CAZAR A UN AGRESOR ESCOLAR,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6300950,Betrayed,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.03,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6718372,Perimeter Breach,Tenku,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,9379,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,SINGLE S INFERNO,EPISODE 6,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087742,Fourteen Fifty,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,5433,202504202506,100,0.18,40,0.07,F,SACEM,25,3612,FRA,France,,,SIX NATIONS FULL CONTACT,SECOND COMING,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095205,Explosion,Seed,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,41684,202504202506,100,0.37,40,0.15,F,SACEM,25,3612,FRA,France,,,LA PRIMERA VEZ,A PORTRAIT OF THE ARTIST AS A YOUNG MAN,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6108835,Safe Space,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,6857,202504202506,100,0.05,40,0.02,F,SACEM,25,3612,FRA,France,,,BREAK POINT,UNDER PRESSURE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6346055,Barnyard Stomp,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,359626,202504202506,100,4.1,40,1.64,F,SACEM,25,3612,FRA,France,,,BATTLE CAMP,WELCOME TO BATTLE CAMP,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6663238,Photonic,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,26303,202504202506,100,0.27,40,0.11,F,SACEM,25,3612,FRA,France,,,CAPTAINS OF THE WORLD,GREATEST,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6663238,Photonic,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,79588,202504202506,100,0.55,40,0.22,F,SACEM,25,3612,FRA,France,,,RHYTHM AND FLOW FRANCE,LAST DANCE TO VICTORY,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6734962,Analogous,Ross,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,1820,202504202506,100,0.05,40,0.02,F,SACEM,25,3612,FRA,France,,,THE CIRCLE,PORTRAIT PITFALLS,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088460,Mental Tension,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,18314,202504202506,100,0.37,40,0.15,F,SACEM,25,3612,FRA,France,,,ULTIMATUM MARRY OR MOVE ON,CHOICE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088737,Pharmacoma,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,59353,202504202506,100,2.35,40,0.94,F,SACEM,25,3612,FRA,France,,,TRIADA,33x3,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6108496,Overmorrow,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,6970,202504202506,100,0.13,40,0.05,F,SACEM,25,3612,FRA,France,,,BREAK POINT,SAINTS AND SINNERS,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086755,Amber Warning,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827319,Gamechanger,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,29913,202504202506,100,0.4,40,0.16,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,FORZA FERRARI,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6199699,Multimetaverse,Tenku,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6210676,Mountain Mist,Hogston,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,3032,202504202506,100,0.07,40,0.03,F,SACEM,25,3612,FRA,France,,,AMOR CON FIANZA DESTINO CERDENA,RUNAWAY SARA,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6717852,Inertia,Tenku,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,67467,202504202506,100,0.5,40,0.2,F,SACEM,25,3612,FRA,France,,,SINGLE S INFERNO,EPISODE 1,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6167086,Mentality,Binns,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,11211,202504202506,100,0.17,40,0.07,F,SACEM,25,3612,FRA,France,,,DUBAI BLING,START FROM SCRATCH,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072780,The Inevitable End,Burns,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,6434,202504202506,100,0.12,40,0.05,F,SACEM,25,3612,FRA,France,,,SIX NATIONS FULL CONTACT,ON THE EDGE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6716711,Aggressor,Tenku,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,15641,202504202506,100,0.62,40,0.25,F,SACEM,25,3612,FRA,France,,,RESURRECTED RIDES,ECONOLINE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6798258,Don't Let The Darkness Speak,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,8580,202504202506,100,0.1,40,0.04,F,SACEM,25,3612,FRA,France,,,THE INFLUENCER,GAZE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6095485,Lo-Fi Journey,Thomas,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,8845,202401202403,100,0.47,40,0.19,F,SACEM,25,3612,FRA,France,,,LOVE LIKE A K DRAMA,THERE S BEEN AN INCIDENT,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072780,The Inevitable End,Burns,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,7184,202504202506,100,0.15,40,0.06,F,SACEM,25,3612,FRA,France,,,BREAK POINT,ONE LAST CHANCE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087478,Echobank,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,19961,202504202506,100,1.5,40,0.6,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,GROWING PAINS,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6108755,Returning Home,Burns,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,1983,202504202506,100,0.15,40,0.06,F,SACEM,25,3612,FRA,France,,,LOVE IS BLIND JAPAN,ILL FITTING DRESS,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6300950,Betrayed,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,70792,202504202506,100,3.23,40,1.29,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,MONEY TALKS,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072056,Prowler,Thomas,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,3018,202504202506,100,0.03,40,0.01,F,SACEM,25,3612,FRA,France,,,BRINCANDO COM FOGO BRAZIL,CIUME FOFOCA E INTRIGAS,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087119,Chromosphere,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,22924,202504202506,100,0.78,40,0.31,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,HARD RACING,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6126268,Rare Air,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,6163,202504202506,100,0.23,40,0.09,F,SACEM,25,3612,FRA,France,,,SIX NATIONS FULL CONTACT,DEFENSE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6858878,Chicken Run,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,39697,202504202506,100,0.3,40,0.12,F,SACEM,25,3612,FRA,France,,,GARNACHAS GLORIOUS STREET FOOD,FLAVOR IN ABUNDANCE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6301274,Damaged Beyond Repair,Kuei,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6087216,Controlled Caution,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6188658,Pulse Electric,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,6374,202504202506,100,0.47,40,0.19,F,SACEM,25,3612,FRA,France,,,SUNDERLAND TIL I DIE,SOMETHING TO THROW YOUR HOPE INTO,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6347562,Shadowrunner,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6694321,Switchblade Saviour,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,10219,202504202506,100,0.07,40,0.03,F,SACEM,25,3612,FRA,France,,,DON T HATE THE PLAYER,CLEAN SWEEP,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737265,Rise To Glory,Groves/Ross,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,30222,202504202506,100,1.72,40,0.69,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,FORZA FERRARI,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088733,Perpetual Emotion,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,7184,202504202506,100,0.07,40,0.03,F,SACEM,25,3612,FRA,France,,,BREAK POINT,ONE LAST CHANCE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6106016,Backronym,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6661882,Dream Spirit,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,22833,202504202506,100,1.27,40,0.51,F,SACEM,25,3612,FRA,France,,,SIX NATIONS FULL CONTACT,BOYS TO MEN,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6662958,Moonmachine,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,72473,202504202506,100,1.93,40,0.77,F,SACEM,25,3612,FRA,France,,,RHYTHM AND FLOW FRANCE,BACK TO BASICS,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827673,Payback,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,195604,202504202506,100,5.22,40,2.09,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,FRENEMIES,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6071412,Justice,Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,7184,202504202506,100,0.25,40,0.1,F,SACEM,25,3612,FRA,France,,,BREAK POINT,ONE LAST CHANCE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6072011,Planet Of Breaks,Tenku,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,20976,202504202506,100,0.15,40,0.06,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,OVER THE LIMIT,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086980,Breaking Boundaries,Burns,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6086980,Breaking Boundaries,Burns,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,6404,202504202506,100,0.1,40,0.04,F,SACEM,25,3612,FRA,France,,,BREAK POINT,FAIRYTALE IN NEW YORK,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6300950,Betrayed,Coupe/Downes,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,30832,202504202506,100,0.57,40,0.23,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,LEAP OF FAITH,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088104,Into Oblivion,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,35997,202504202506,100,1.15,40,0.46,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,LAST CHAPTER,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088733,Perpetual Emotion,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,40296,202504202506,100,1.92,40,0.77,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,FALL FROM GRACE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6088963,Rogue Element,Groves,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,30879,202504202506,100,1.32,40,0.53,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,C EST LA VIE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6199699,Multimetaverse,Tenku,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,4362,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,SIX NATIONS FULL CONTACT,LAST DANCE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827319,Gamechanger,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6827673,Payback,James,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,0,202504202506,100,0.02,40,0.01,F,SACEM,25,3612,FRA,France,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6192515,Dirty Pursuit,Poucher,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,22107,202504202506,100,1.35,40,0.54,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,NICE GUYS FINISH LAST,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6192515,Dirty Pursuit,Poucher,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,6434,202504202506,100,0.18,40,0.07,F,SACEM,25,3612,FRA,France,,,SIX NATIONS FULL CONTACT,ON THE EDGE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6199107,Desert Sandstorm,Tenku,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,28653,202504202506,100,0.58,40,0.23,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,BOUNCE BACK,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131337,Apache Music (PM),131337,Apache Music (PM),6737265,Rise To Glory,Groves/Ross,RMFR,BMG RM France,35,Streaming Mechanical,Digital/New Media,,30628,202504202506,100,0.33,40,0.13,F,SACEM,25,3612,FRA,France,,,FORMULA 1 DRIVE TO SURVIVE,C EST LA VIE,,Netflix,Netflix
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
